Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,66.5,65.91999816894531,66.0,66.22000122070312,1575000.0,66.22000122070312
2010-01-05,66.58999633789062,66.1500015258789,66.38999938964844,66.54000091552734,1310000.0,66.54000091552734
2010-01-06,66.5,66.19999694824219,66.5,66.19999694824219,1760000.0,66.19999694824219
2010-01-07,66.51000213623047,66.13999938964844,66.19999694824219,66.45999908447266,1505000.0,66.45999908447266
2010-01-08,66.4800033569336,66.30000305175781,66.4800033569336,66.44000244140625,1500000.0,66.44000244140625
2010-01-11,66.87000274658203,66.16000366210938,66.63999938964844,66.5,2620000.0,66.5
2010-01-12,66.54000091552734,66.0,66.22000122070312,66.0,1740000.0,66.0
2010-01-13,66.45999908447266,65.98999786376953,66.22000122070312,66.0,1535000.0,66.0
2010-01-14,66.19999694824219,65.8499984741211,66.19999694824219,65.95999908447266,1325000.0,65.95999908447266
2010-01-15,66.30000305175781,64.72000122070312,66.30000305175781,64.94000244140625,2570000.0,64.94000244140625
2010-01-19,66.76000213623047,65.25,65.5199966430664,66.63999938964844,5535000.0,66.63999938964844
2010-01-20,70.05000305175781,66.80000305175781,67.5199966430664,69.5199966430664,12475000.0,69.5199966430664
2010-01-21,73.43000030517578,70.51000213623047,71.12999725341797,72.72000122070312,14497200.0,72.72000122070312
2010-01-22,73.2699966430664,69.36000061035156,72.9000015258789,70.0999984741211,8783200.0,70.0999984741211
2010-01-25,71.7699966430664,68.22000122070312,71.4800033569336,68.83999633789062,6568600.0,68.83999633789062
2010-01-26,69.68000030517578,67.87000274658203,69.33000183105469,68.0,5233900.0,68.0
2010-01-27,73.27999877929688,69.91000366210938,73.27999877929688,71.36000061035156,19886200.0,71.36000061035156
2010-01-28,73.98999786376953,71.79000091552734,71.94000244140625,73.75,14114100.0,73.75
2010-01-29,77.79000091552734,74.41999816894531,74.55000305175781,76.43000030517578,17297400.0,76.43000030517578
2010-02-01,78.0,74.62000274658203,77.79000091552734,75.41000366210938,13131500.0,75.41000366210938
2010-02-02,76.16999816894531,74.91000366210938,75.69999694824219,75.51000213623047,7978500.0,75.51000213623047
2010-02-03,75.51000213623047,74.1500015258789,75.43000030517578,74.36000061035156,7204000.0,74.36000061035156
2010-02-04,73.80000305175781,72.05000305175781,73.80000305175781,72.61000061035156,11190200.0,72.61000061035156
2010-02-05,73.69000244140625,71.61000061035156,72.25,73.56999969482422,11737900.0,73.56999969482422
2010-02-08,74.5,72.93000030517578,73.98999786376953,74.2300033569336,11992500.0,74.2300033569336
2010-02-09,74.72000122070312,73.9000015258789,74.72000122070312,74.52999877929688,13563700.0,74.52999877929688
2010-02-10,74.58999633789062,74.25,74.54000091552734,74.41999816894531,13792400.0,74.41999816894531
2010-02-11,76.80000305175781,74.1500015258789,74.5,76.69000244140625,23040200.0,76.69000244140625
2010-02-12,77.86000061035156,74.56999969482422,77.1500015258789,76.9000015258789,316134200.0,76.9000015258789
2010-02-16,76.16000366210938,75.6500015258789,75.87999725341797,76.05000305175781,25006300.0,76.05000305175781
2010-02-17,76.41000366210938,75.44000244140625,76.33999633789062,76.25,11576500.0,76.25
2010-02-18,76.69999694824219,75.86000061035156,76.19000244140625,76.63999938964844,9288300.0,76.63999938964844
2010-02-19,79.3499984741211,76.5,76.62000274658203,78.73999786376953,24692700.0,78.73999786376953
2010-02-22,80.08999633789062,78.31999969482422,79.27999877929688,79.55999755859375,16954300.0,79.55999755859375
2010-02-23,80.05999755859375,78.9800033569336,79.30000305175781,79.1500015258789,14902000.0,79.1500015258789
2010-02-24,80.0,78.80999755859375,79.54000091552734,79.68000030517578,12045300.0,79.68000030517578
2010-02-25,79.4000015258789,78.62999725341797,79.0199966430664,79.4000015258789,10176000.0,79.4000015258789
2010-02-26,80.18000030517578,79.0999984741211,79.66999816894531,80.12999725341797,10651200.0,80.12999725341797
2010-03-01,81.94000244140625,79.13999938964844,79.98999786376953,81.91000366210938,16667500.0,81.91000366210938
2010-03-02,82.7300033569336,80.75,82.29000091552734,80.7699966430664,15162600.0,80.7699966430664
2010-03-03,83.1500015258789,80.75,81.36000061035156,82.94999694824219,11875100.0,82.94999694824219
2010-03-04,83.33000183105469,82.41999816894531,83.0999984741211,82.68000030517578,8268300.0,82.68000030517578
2010-03-05,83.4000015258789,82.81999969482422,83.20999908447266,83.36000061035156,8266900.0,83.36000061035156
2010-03-08,83.56999969482422,82.6500015258789,83.56999969482422,82.79000091552734,7878900.0,82.79000091552734
2010-03-09,82.72000122070312,82.0199966430664,82.6500015258789,82.47000122070312,6188600.0,82.47000122070312
2010-03-10,82.83999633789062,81.6500015258789,82.54000091552734,82.06999969482422,5880700.0,82.06999969482422
2010-03-11,82.38999938964844,81.41000366210938,81.73999786376953,82.36000061035156,5527200.0,82.36000061035156
2010-03-12,82.8499984741211,81.69000244140625,82.62999725341797,82.23999786376953,4731100.0,82.23999786376953
2010-03-15,82.5,81.81999969482422,82.22000122070312,82.16999816894531,4740400.0,82.16999816894531
2010-03-16,82.51000213623047,81.73999786376953,82.27999877929688,82.30000305175781,4542100.0,82.30000305175781
2010-03-17,82.63999938964844,82.01000213623047,82.48999786376953,82.5,4365200.0,82.5
2010-03-18,82.55000305175781,82.0,82.5,82.3499984741211,3732600.0,82.3499984741211
2010-03-19,82.9800033569336,81.80000305175781,82.05999755859375,82.05999755859375,9720100.0,82.05999755859375
2010-03-22,82.37999725341797,81.19999694824219,81.55000305175781,82.37000274658203,4107700.0,82.37000274658203
2010-03-23,82.44999694824219,81.69999694824219,82.44999694824219,82.33000183105469,5008000.0,82.33000183105469
2010-03-24,82.0,81.0,81.95999908447266,81.44000244140625,5773000.0,81.44000244140625
2010-03-25,82.27999877929688,81.36000061035156,81.66999816894531,81.69999694824219,5460900.0,81.69999694824219
2010-03-26,82.1500015258789,80.94999694824219,81.68000030517578,81.30000305175781,4816000.0,81.30000305175781
2010-03-29,81.95999908447266,81.54000091552734,81.54000091552734,81.75,3579300.0,81.75
2010-03-30,81.81999969482422,81.43000030517578,81.54000091552734,81.5999984741211,3618900.0,81.5999984741211
2010-03-31,81.48999786376953,80.80999755859375,81.19999694824219,81.2699966430664,4307500.0,81.2699966430664
2010-04-01,81.94999694824219,81.02999877929688,81.5999984741211,81.6500015258789,3213500.0,81.6500015258789
2010-04-05,81.94999694824219,81.0,81.91999816894531,81.16000366210938,3601600.0,81.16000366210938
2010-04-06,81.0199966430664,80.5199966430664,81.0,80.91000366210938,3238300.0,80.91000366210938
2010-04-07,80.83999633789062,79.51000213623047,80.80999755859375,79.94999694824219,5196900.0,79.94999694824219
2010-04-08,79.73999786376953,79.11000061035156,79.44999694824219,79.68000030517578,3972300.0,79.68000030517578
2010-04-09,80.55000305175781,79.51000213623047,79.81999969482422,80.48999786376953,3130900.0,80.48999786376953
2010-04-12,81.08999633789062,80.12999725341797,80.80000305175781,80.4800033569336,2341600.0,80.4800033569336
